modified_date,jobcountry,AI_count,total,ma_share_perc
2021-08-27,IE,1850,36669,5.01400447022644
2021-08-27,IN,24026,306657,7.98161878837507
2021-08-27,SG,5427,52661,10.2943391439441
2021-08-27,US,186601,7429728,2.5156158526425
2021-08-28,AU,4013,109762,3.68828406715531
2021-08-28,CA,12630,478692,2.66760846380941
2021-08-28,DE,24165,967119,2.50157996226711
2021-08-28,ES,2825,41868,6.80270078686418
2021-08-28,FR,9500,463360,2.079849390957
2021-08-28,GB,16199,643573,2.57277982988713
2021-08-28,IE,1766,36015,5.01307934488637
2021-08-28,IN,23685,303096,7.97245518530216
2021-08-28,SG,5279,51236,10.2980418594477
2021-08-28,US,184306,7371822,2.51744471577886
2021-08-29,AU,4118,110632,3.69464869534547
2021-08-29,CA,12735,479275,2.66701203479617
2021-08-29,DE,24325,965884,2.50616497268255
2021-08-29,ES,2851,42037,6.79066188177381
2021-08-29,FR,9469,458200,2.07517109594748
2021-08-29,GB,16628,639987,2.57581551535673
2021-08-29,IE,1847,36537,5.01178413291122
2021-08-29,IN,23909,303431,7.95525613915355
2021-08-29,SG,5399,52060,10.3045918895256
2021-08-29,US,187869,7447479,2.51890102782675
2021-08-30,AU,4038,109807,3.69141666549839
2021-08-30,CA,12681,473631,2.66435989765942
2021-08-30,DE,24253,962473,2.50924664638854
2021-08-30,ES,2843,41962,6.77317924439975
2021-08-30,FR,9472,456623,2.06923971779513
2021-08-30,GB,16573,633694,2.5788574603344
2021-08-30,IE,1840,36282,5.01779775596144
2021-08-30,IN,23975,302190,7.94042110260709
2021-08-30,SG,5430,52128,10.3218847393873
2021-08-30,US,187853,7409465,2.52070095303539
2021-08-31,AU,3987,109730,3.68078850220385
2021-08-31,CA,12750,474727,2.66346429435927
2021-08-31,DE,24010,959380,2.51034604790204
2021-08-31,ES,2824,41962,6.76198712177876
2021-08-31,FR,9443,457130,2.06655495861202
2021-08-31,GB,16278,618743,2.58612386919253
2021-08-31,IE,1834,36299,5.02923909437172
2021-08-31,IN,23842,300488,7.93349772058471
2021-08-31,SG,5441,52157,10.3472781928181
2021-08-31,US,185332,7401061,2.51814903414745
2021-09-01,AU,3975,109869,3.67002099126119
2021-09-01,CA,12724,474608,2.66422178566437
2021-09-01,DE,23783,955116,2.50704836353579
2021-09-01,ES,2797,41390,6.7556566821617
2021-09-01,FR,9387,457552,2.0611044232573
2021-09-01,GB,16189,612277,2.59458586411843
2021-09-01,IE,1828,36331,5.02707100808562
2021-09-01,IN,23189,294493,7.90719094258584
2021-09-01,SG,5412,52065,10.3628758904565
2021-09-01,US,183259,7375707,2.51244983802
2021-09-02,AU,4065,111328,3.6632275997147
2021-09-02,CA,12868,477700,2.66771220944096
2021-09-02,DE,23854,960796,2.50369790819248
2021-09-02,ES,2774,41811,6.73906147335423
2021-09-02,FR,9482,462041,2.05892760285014
2021-09-02,GB,16313,616808,2.60425515839749
2021-09-02,IE,1841,36720,5.02468483984888
2021-09-02,IN,23359,301441,7.860031222262
2021-09-02,SG,5410,52270,10.3675719295188
2021-09-02,US,185755,7414087,2.5091105679058
2021-09-03,AU,4100,112109,3.65937719704499
2021-09-03,CA,12932,477719,2.67720769977573
2021-09-03,DE,23928,962895,2.49962869474998
2021-09-03,ES,2761,42047,6.71333472485723
2021-09-03,FR,9518,462993,2.05948619472515
2021-09-03,GB,16385,620202,2.6131468884359
2021-09-03,IE,1857,36892,5.02303885865046
2021-09-03,IN,23426,302548,7.8469014252736
2021-09-03,SG,5406,52290,10.3722801639382
2021-09-03,US,187014,7430369,2.50987365439447
2021-09-04,AU,3839,106554,3.65177373375712
2021-09-04,CA,12456,470621,2.67838998179054
2021-09-04,DE,23753,964465,2.49450837850618
2021-09-04,ES,2713,41069,6.69312890352937
2021-09-04,FR,9449,462164,2.05866771256866
2021-09-04,GB,15574,616031,2.6147294523847
2021-09-04,IE,1748,36193,5.01248896853075
2021-09-04,IN,22432,297481,7.80780054059984
2021-09-04,SG,5087,49778,10.360290400385
2021-09-04,US,181735,7331304,2.50683776383276
2021-09-05,AU,4017,110182,3.64085026512543
2021-09-05,CA,12891,474545,2.68686976304455
2021-09-05,DE,23993,964408,2.4901411079705
2021-09-05,ES,2778,42772,6.65209785993286
2021-09-05,FR,9602,464020,2.0590595037951
2021-09-05,GB,16359,622423,2.61902932893825
2021-09-05,IE,1883,37199,5.01346246237177
2021-09-05,IN,23131,301092,7.77963177466245
2021-09-05,SG,5362,51863,10.355726268617
2021-09-05,US,187647,7450973,2.50624313559625
2021-09-06,AU,3993,109873,3.6346837874149
2021-09-06,CA,12783,471049,2.69205971409477
2021-09-06,DE,23880,962485,2.48460035544601
2021-09-06,ES,2756,42009,6.62142948837828
2021-09-06,FR,9573,461567,2.05901133540509
2021-09-06,GB,16237,616504,2.62166099051453
2021-09-06,IE,1892,36849,5.02247423845266
2021-09-06,IN,23208,299754,7.75228869414851
2021-09-06,SG,5379,51983,10.3458615509391
2021-09-06,US,187773,7433914,2.50489822160099
2021-09-07,AU,4012,111105,3.63147445140603
2021-09-07,CA,12683,468654,2.69498925420031
2021-09-07,DE,24000,965529,2.4821755050218
2021-09-07,ES,2759,42228,6.59338393635604
2021-09-07,FR,9626,465944,2.05903978570777
2021-09-07,GB,16274,622491,2.61930632548538
2021-09-07,IE,1911,37286,5.03286956670917
2021-09-07,IN,23345,300440,7.72883778047901
2021-09-07,SG,5374,52135,10.328131490877
2021-09-07,US,187265,7352685,2.51100754802802
2021-09-08,AU,4055,113430,3.62532402235506
2021-09-08,CA,12928,473398,2.70212428002584
2021-09-08,DE,24126,968025,2.48249364370383
2021-09-08,ES,2778,42752,6.55627974803575
2021-09-08,FR,9664,473096,2.05777468289776
2021-09-08,GB,16284,630794,2.61036970955153
2021-09-08,IE,1928,37617,5.04627334957312
2021-09-08,IN,23360,302281,7.70793747591922
2021-09-08,SG,5445,52763,10.3174218760334
2021-09-08,US,188280,7436529,2.51774993815418
2021-09-09,AU,4072,114666,3.61101129610844
2021-09-09,CA,13032,476429,2.708068425986
2021-09-09,DE,24173,971767,2.48317898369643
2021-09-09,ES,2802,42786,6.54403023971116
2021-09-09,FR,9708,477080,2.05530039939425
2021-09-09,GB,16349,640062,2.59744665232498
2021-09-09,IE,1945,37985,5.06153416701785
2021-09-09,IN,23504,304979,7.70188724321944
2021-09-09,SG,5433,53037,10.30223428272
2021-09-09,US,189023,7466336,2.52149806878713
2021-09-10,AU,4099,115972,3.59348540301948
2021-09-10,CA,13084,479121,2.71146892188089
2021-09-10,DE,24256,976222,2.4831324958798
2021-09-10,ES,2830,43071,6.54461380633682
2021-09-10,FR,9739,479632,2.05169474780955
2021-09-10,GB,16513,647647,2.58427668487646
2021-09-10,IE,1939,38343,5.06487331081708
2021-09-10,IN,23445,303618,7.69888304204854
2021-09-10,SG,5448,53606,10.2771692264432
2021-09-10,US,189861,7418202,2.52757044831165
2021-09-11,AU,3912,112718,3.5745911225611
2021-09-11,CA,12923,476151,2.72108881798679
2021-09-11,DE,24241,977767,2.48547597257879
2021-09-11,ES,2785,42850,6.52939391190776
2021-09-11,FR,9813,481084,2.05101705997255
2021-09-11,GB,16280,647382,2.58236589533736
2021-09-11,IE,1886,37887,5.0860586798975
2021-09-11,IN,23119,298702,7.72733608544072
2021-09-11,SG,5288,52055,10.2684709687075
2021-09-11,US,187833,7352848,2.53838054107323
2021-09-12,AU,4028,113562,3.56047327517611
2021-09-12,CA,13033,475229,2.7247988838261
2021-09-12,DE,24366,978822,2.48568616205874
2021-09-12,ES,2841,43332,6.53817282226
2021-09-12,FR,9827,479183,2.04837061876477
2021-09-12,GB,16569,646678,2.5729222781154
2021-09-12,IE,1952,38377,5.08954665584715
2021-09-12,IN,23331,299375,7.74317414255771
2021-09-12,SG,5422,52917,10.2552506124901
2021-09-12,US,190710,7408301,2.54635935403081
2021-09-13,AU,4043,113186,3.55158765980199
2021-09-13,CA,12976,472465,2.729472656404
2021-09-13,DE,24370,989014,2.48325654046858
2021-09-13,ES,2840,43174,6.54067769865413
2021-09-13,FR,9766,476963,2.04458726481179
2021-09-13,GB,16518,638528,2.56623164679621
2021-09-13,IE,1942,38003,5.08606882621297
2021-09-13,IN,23398,301109,7.74721117968016
2021-09-13,SG,5437,52961,10.2435979242781
2021-09-13,US,190448,7390134,2.55366801262025
2021-09-14,AU,4052,114356,3.54191941019475
2021-09-14,CA,13009,472502,2.73618050647585
2021-09-14,DE,24426,987690,2.48145070442313
2021-09-14,ES,2865,43212,6.5544667177706
2021-09-14,FR,9842,478563,2.04325298386155
2021-09-14,GB,16564,643206,2.56064446782919
2021-09-14,IE,1961,37962,5.09184652984255
2021-09-14,IN,23567,301582,7.75352377286797
2021-09-14,SG,5490,54324,10.2147659064974
2021-09-14,US,190706,7483970,2.5538537655877
2021-09-15,AU,4114,116564,3.5354193494799
2021-09-15,CA,13139,478768,2.73810064210753
2021-09-15,DE,24484,992364,2.47787196707505
2021-09-15,ES,2848,43467,6.56220320010699
2021-09-15,FR,9912,484808,2.04351103277366
2021-09-15,GB,16748,653384,2.55803907051968
2021-09-15,IE,1950,38170,5.08947251033283
2021-09-15,IN,23896,304714,7.76983789875528
2021-09-15,SG,5490,53949,10.1942724729813
2021-09-15,US,191713,7526323,2.5560547490205
2021-09-16,AU,4149,118180,3.52964261834578
2021-09-16,CA,13206,481565,2.73909479453683
2021-09-16,DE,24535,995095,2.47473815138477
2021-09-16,ES,2864,43822,6.56029733910238
2021-09-16,FR,9862,487355,2.04189637518441
2021-09-16,GB,16814,661162,2.55644115043801
2021-09-16,IE,1959,38566,5.08363844122462
2021-09-16,IN,23912,306364,7.78388567815189
2021-09-16,SG,5471,54037,10.1772370764153
2021-09-16,US,192140,7515047,2.55963575153072
2021-09-17,AU,4188,119302,3.52620620381764
2021-09-17,CA,13349,483311,2.74354558289742
2021-09-17,DE,24541,999211,2.47064630498943
2021-09-17,ES,2862,43967,6.55156608452085
2021-09-17,FR,9952,492038,2.04076679638487
2021-09-17,GB,16988,669055,2.55492861325615
2021-09-17,IE,1965,38947,5.0819716364447
2021-09-17,IN,24127,307396,7.80202271092443
2021-09-17,SG,5531,54530,10.1743798017818
2021-09-17,US,193242,7524641,2.5608827153636
2021-09-18,AU,3969,115769,3.5201734696539
2021-09-18,CA,13126,481395,2.74534615225623
2021-09-18,DE,24389,997218,2.46585822481724
2021-09-18,ES,2841,43690,6.55202545764212
2021-09-18,FR,9918,490221,2.03839545628888
2021-09-18,GB,16560,663861,2.55203634119259
2021-09-18,IE,1901,38382,5.07838330789351
2021-09-18,IN,23662,304754,7.80551902202784
2021-09-18,SG,5364,53246,10.1623097949567
2021-09-18,US,191028,7462274,2.56164779408316
2021-09-19,AU,4096,117399,3.51188708870268
2021-09-19,CA,13391,484074,2.74875261980107
2021-09-19,DE,24562,996998,2.46218349923548
2021-09-19,ES,2881,44319,6.54406008014318
2021-09-19,FR,9956,491006,2.03509424589743
2021-09-19,GB,16928,665514,2.54938295403954
2021-09-19,IE,1978,38965,5.07695055190588
2021-09-19,IN,23973,306599,7.80920073369105
2021-09-19,SG,5489,54168,10.1461747031487
2021-09-19,US,194136,7537620,2.56183158461063
2021-09-20,AU,4095,116754,3.50265536627426
2021-09-20,CA,13333,479984,2.75323177693657
2021-09-20,DE,24492,996388,2.46132754263229
2021-09-20,ES,2868,44147,6.53240930891322
2021-09-20,FR,9957,487234,2.03452829147482
2021-09-20,GB,16848,657417,2.54593575842789
2021-09-20,IE,1979,38600,5.07935342621244
2021-09-20,IN,23975,307720,7.81213870634048
2021-09-20,SG,5508,54468,10.1242196638807
2021-09-20,US,194079,7504237,2.56314608033101
2021-09-21,AU,4129,117846,3.49699884384756
2021-09-21,CA,13333,479654,2.7570169459404
2021-09-21,DE,24537,998342,2.45914637543503
2021-09-21,ES,2898,44590,6.51371106911426
2021-09-21,FR,10000,489485,2.03258400421813
2021-09-21,GB,16881,661961,2.54235368726171
2021-09-21,IE,2010,38811,5.08124658421028
2021-09-21,IN,24113,312640,7.79760246144131
2021-09-21,SG,5531,54201,10.138302276351
2021-09-21,US,194165,7501392,2.56888797428264
2021-09-22,AU,4169,119169,3.49257048093083
2021-09-22,CA,13467,483603,2.76278647710129
2021-09-22,DE,24818,1003504,2.45998841751159
2021-09-22,ES,2916,44654,6.51058436432111
2021-09-22,FR,10060,492656,2.03222287173543
2021-09-22,GB,17024,667717,2.54039833415766
2021-09-22,IE,2039,39239,5.09376610344301
2021-09-22,IN,24250,312984,7.78415849236377
2021-09-22,SG,5628,54964,10.1473239690968
2021-09-22,US,195155,7570237,2.57327245298338
2021-09-23,AU,4135,120000,3.48329719723929
2021-09-23,CA,13711,486171,2.77391393315723
2021-09-23,DE,24809,1007332,2.45959537493362
2021-09-23,ES,2902,44895,6.50036170574867
2021-09-23,FR,10078,497928,2.03228160896558
2021-09-23,GB,17117,672339,2.54079689789128
2021-09-23,IE,2027,39428,5.10253935206897
2021-09-23,IN,24433,310704,7.79253848906472
2021-09-23,SG,5621,54780,10.1668239523799
2021-09-23,US,196657,7583792,2.57847032578597
2021-09-24,AU,4140,120796,3.47141817819466
2021-09-24,CA,13750,484243,2.78498447466137
2021-09-24,DE,24920,1010203,2.46113724782597
2021-09-24,ES,2940,45115,6.50139771594826
2021-09-24,FR,10155,497995,2.03464862185433
2021-09-24,GB,17350,678143,2.54356172265698
2021-09-24,IE,2069,39551,5.1290968453968
2021-09-24,IN,24539,309848,7.80266080730648
2021-09-24,SG,5520,54811,10.156528327705
2021-09-24,US,197535,7589016,2.58343948333146
2021-09-25,AU,3979,116775,3.46842224682412
2021-09-25,CA,13604,483171,2.79768552479249
2021-09-25,DE,24715,1007849,2.46207272261644
2021-09-25,ES,2915,44487,6.5085182620838
2021-09-25,FR,10120,493400,2.0386350557235
2021-09-25,GB,16571,675216,2.5378016556411
2021-09-25,IE,2008,38944,5.15813672143575
2021-09-25,IN,24173,306556,7.81995372799596
2021-09-25,SG,5466,53767,10.1696841614641
2021-09-25,US,193772,7502848,2.58668651582792
2021-09-26,AU,4096,118688,3.46300917716368
2021-09-26,CA,13592,481191,2.80602058128858
2021-09-26,DE,24846,1010137,2.46151138658117
2021-09-26,ES,2938,45028,6.51197984174276
2021-09-26,FR,10179,494740,2.04288798685755
2021-09-26,GB,17256,676146,2.53901789070867
2021-09-26,IE,2055,39382,5.17838949032902
2021-09-26,IN,24488,309617,7.83282780614903
2021-09-26,SG,5505,54371,10.1684832647875
2021-09-26,US,197611,7571784,2.59158267342851
2021-09-27,AU,4028,117870,3.45014484730959
2021-09-27,CA,13588,477713,2.81553268401389
2021-09-27,DE,24741,1008011,2.46099123248799
2021-09-27,ES,2931,44812,6.51829142392385
2021-09-27,FR,10141,491456,2.04572853168892
2021-09-27,GB,17175,667984,2.54021966181206
2021-09-27,IE,2038,38889,5.19461998323925
2021-09-27,IN,24450,307257,7.85658981899486
2021-09-27,SG,5468,54227,10.1643658605732
2021-09-27,US,196868,7538875,2.59517011969812
2021-09-28,AU,4054,119817,3.43296884155492
2021-09-28,CA,13500,479000,2.82105547902604
2021-09-28,DE,24710,1009714,2.45948446675363
2021-09-28,ES,2929,45213,6.51529288371572
2021-09-28,FR,10173,493494,2.04836563401778
2021-09-28,GB,17387,671338,2.54589856429429
2021-09-28,IE,2054,39362,5.20023236426412
2021-09-28,IN,24663,311647,7.88531220397133
2021-09-28,SG,5600,54886,10.1641312001389
2021-09-28,US,197762,7575424,2.59833970349659
2021-09-29,AU,4070,121365,3.4122727464081
2021-09-29,CA,13576,481663,2.82589062043865
2021-09-29,DE,24851,1015132,2.45590187795076
2021-09-29,ES,2941,45798,6.49978827556644
2021-09-29,FR,10226,496557,2.05084964926846
2021-09-29,GB,17374,677572,2.54798033741452
2021-09-29,IE,2055,39541,5.20034327644358
2021-09-29,IN,24572,311697,7.90464034997228
2021-09-29,SG,5633,55347,10.1552993845615
2021-09-29,US,198801,7600097,2.60374608509923
2021-09-30,AU,4061,121358,3.39805337460064
2021-09-30,CA,13670,482932,2.82737992548019
2021-09-30,DE,24937,1013556,2.45554546218829
2021-09-30,ES,2927,46159,6.48223881156427
2021-09-30,FR,10138,498468,2.05225597161211
2021-09-30,GB,17473,681374,2.55062161793747
2021-09-30,IE,2066,39427,5.21449290203205
2021-09-30,IN,24435,310926,7.9039301426218
2021-09-30,SG,5534,54720,10.1341936583987
2021-09-30,US,198127,7607102,2.60537152706235
2021-10-01,AU,4039,121052,3.38509863490708
2021-10-01,CA,13680,480454,2.82849755972824
2021-10-01,DE,24744,1005153,2.45481458499371
2021-10-01,ES,2867,45626,6.4489557108452
2021-10-01,FR,9990,489854,2.05228540917995
2021-10-01,GB,17338,675652,2.5517154011
2021-10-01,IE,2024,39349,5.201991972732
2021-10-01,IN,23988,307668,7.88636246923283
2021-10-01,SG,5506,54571,10.1368560695624
2021-10-01,US,199010,7626077,2.60632752650791
2021-10-02,AU,3929,119259,3.368970472073
2021-10-02,CA,13629,479533,2.83229382172073
2021-10-02,DE,24799,1008158,2.45589750114205
2021-10-02,ES,2915,45609,6.42592805628849
2021-10-02,FR,10098,491075,2.05303267573555
2021-10-02,GB,17079,678351,2.56079332960227
2021-10-02,IE,1987,38821,5.19659799582736
2021-10-02,IN,23878,307953,7.86756747325386
2021-10-02,SG,5487,53700,10.1442546538384
2021-10-02,US,196865,7560729,2.60934714972476
2021-10-03,AU,3999,119693,3.35325369152137
2021-10-03,CA,13629,476477,2.83739538343208
2021-10-03,DE,24896,1004182,2.45869257118573
2021-10-03,ES,2944,45624,6.41563022406612
2021-10-03,FR,9980,482459,2.05462199616708
2021-10-03,GB,17329,676048,2.56238875877923
2021-10-03,IE,2047,39255,5.1960983369452
2021-10-03,IN,24075,308393,7.85292047170468
2021-10-03,SG,5511,54215,10.1499976129799
2021-10-03,US,200077,7600871,2.61255519852873
2021-10-04,AU,3970,118668,3.34298852834317
2021-10-04,CA,13525,472367,2.8400888356668
2021-10-04,DE,24742,1001374,2.46103080155653
2021-10-04,ES,2925,45302,6.40363162801378
2021-10-04,FR,10055,481560,2.05812845856676
2021-10-04,GB,17270,669356,2.56366340733808
2021-10-04,IE,2057,38940,5.20208825410995
2021-10-04,IN,24021,307627,7.8316311097189
2021-10-04,SG,5439,53677,10.157039590913
2021-10-04,US,199175,7567628,2.61549280985181
2021-10-05,AU,3984,119022,3.33781526753247
2021-10-05,CA,13696,477247,2.84743471898388
2021-10-05,DE,24856,1005011,2.46474210586033
2021-10-05,ES,2940,45265,6.40604008704067
2021-10-05,FR,10237,487250,2.06377868995442
2021-10-05,GB,17302,673638,2.56059758608701
2021-10-05,IE,2057,39080,5.20856413172447
2021-10-05,IN,24094,308565,7.81657996867404
2021-10-05,SG,5450,53502,10.1546922958822
2021-10-05,US,199964,7583277,2.61925483153437
2021-10-06,AU,4021,120938,3.3337186621869
2021-10-06,CA,13704,481846,2.85107672494342
2021-10-06,DE,24984,1012350,2.46757998545272
2021-10-06,ES,2938,45499,6.4111267974643
2021-10-06,FR,10210,493890,2.06490455339189
2021-10-06,GB,17529,682874,2.56099607987058
2021-10-06,IE,2061,39549,5.21058124215461
2021-10-06,IN,24266,310339,7.80742201891911
2021-10-06,SG,5513,54027,10.1584852165941
2021-10-06,US,201890,7623422,2.62390004920948
2021-10-07,AU,4089,123727,3.32779850926499
2021-10-07,CA,13785,485617,2.85222394545948
2021-10-07,DE,24940,1017123,2.4663895043976
2021-10-07,ES,2993,45983,6.43509850763799
2021-10-07,FR,10277,498476,2.06888346091537
2021-10-07,GB,17611,690513,2.55900256327024
2021-10-07,IE,2080,39843,5.20778502920132
2021-10-07,IN,24523,314360,7.79915712642552
2021-10-07,SG,5424,53826,10.1532867035538
2021-10-07,US,203554,7634490,2.63272032111784
2021-10-08,AU,4173,124771,3.32893344471269
2021-10-08,CA,13839,488960,2.84979336607225
2021-10-08,DE,25057,1026113,2.4635636471693
2021-10-08,ES,2970,46128,6.45722818300852
2021-10-08,FR,10365,499312,2.07409392023395
2021-10-08,GB,17783,694910,2.55799149260611
2021-10-08,IE,2068,39966,5.21216849978087
2021-10-08,IN,24738,317269,7.7992218440422
2021-10-08,SG,5555,54384,10.1711143122577
2021-10-08,US,204138,7674901,2.63989377720494
2021-10-09,AU,4050,123371,3.32725786429701
2021-10-09,CA,13658,487400,2.84408989087374
2021-10-09,DE,25054,1029381,2.45985753237481
2021-10-09,ES,2992,46049,6.47239164470669
2021-10-09,FR,10401,500730,2.07707424746762
2021-10-09,GB,17628,696609,2.55982310242126
2021-10-09,IE,2061,39816,5.22044667957462
2021-10-09,IN,24376,314903,7.79736695301899
2021-10-09,SG,5536,53954,10.1772164924691
2021-10-09,US,204542,7672007,2.64879359406157
2021-10-10,AU,4135,124149,3.32577611055305
2021-10-10,CA,13830,486596,2.84149340629773
2021-10-10,DE,25116,1030324,2.45392152457737
2021-10-10,ES,3019,46303,6.48201331904668
2021-10-10,FR,10370,497074,2.07959409530903
2021-10-10,GB,17901,698741,2.55962509273886
2021-10-10,IE,2111,40094,5.22766162394041
2021-10-10,IN,24690,314645,7.80312997978274
2021-10-10,SG,5558,54126,10.1920092047866
2021-10-10,US,206877,7675908,2.65777309614104
2021-10-11,AU,4110,123803,3.32210786535003
2021-10-11,CA,13731,482678,2.83885252542195
2021-10-11,DE,24882,1025521,2.44756064193719
2021-10-11,ES,3024,45924,6.50031670272217
2021-10-11,FR,10384,494523,2.0812791773494
2021-10-11,GB,17749,688267,2.559439924131
2021-10-11,IE,2106,39666,5.23149691740599
2021-10-11,IN,24660,313717,7.81057360503653
2021-10-11,SG,5576,54058,10.2180114118688
2021-10-11,US,206455,7665664,2.66653155249759
2021-10-12,AU,4144,123580,3.32296687655654
2021-10-12,CA,13581,473970,2.83822087332077
2021-10-12,DE,24839,1027278,2.43966586773843
2021-10-12,ES,3033,45140,6.53231836600085
2021-10-12,FR,10430,489687,2.08541590850007
2021-10-12,GB,17773,687487,2.56183574074917
2021-10-12,IE,2093,39350,5.23940702189119
2021-10-12,IN,24876,316650,7.81737203429964
2021-10-12,SG,5597,54341,10.2341883502645
2021-10-12,US,206766,7628619,2.67703031362161
2021-10-13,AU,4234,127031,3.32413838439476
2021-10-13,CA,13697,476250,2.84278491445504
2021-10-13,DE,24864,1032217,2.43121938936725
2021-10-13,ES,3045,45242,6.57134506744546
2021-10-13,FR,10474,493660,2.09319323073065
2021-10-13,GB,17872,695303,2.56232790862289
2021-10-13,IE,2087,40004,5.24022436194499
2021-10-13,IN,25199,319112,7.82843050502703
2021-10-13,SG,5993,55236,10.326424195336
2021-10-13,US,206859,7643332,2.68533208998083
2021-10-14,AU,4311,129261,3.32846067279055
2021-10-14,CA,13793,479718,2.84800978063307
2021-10-14,DE,25182,1036474,2.42801499142916
2021-10-14,ES,3056,45537,6.6002163511948
2021-10-14,FR,10562,496639,2.10248060719859
2021-10-14,GB,17849,697250,2.56368380731905
2021-10-14,IE,2084,40044,5.23790791512432
2021-10-14,IN,25494,321992,7.84509609692008
2021-10-14,SG,5977,55197,10.4337917029318
2021-10-14,US,208752,7707972,2.69133476552273
2021-10-15,AU,4231,128463,3.32117898264786
2021-10-15,CA,13889,483521,2.85403521338894
2021-10-15,DE,25371,1040105,2.42763487355734
2021-10-15,ES,3059,45686,6.63694490099644
2021-10-15,FR,10619,498023,2.11053410182254
2021-10-15,GB,18071,699772,2.56702325521194
2021-10-15,IE,2083,40291,5.23726374635386
2021-10-15,IN,25319,321145,7.85749733672321
2021-10-15,SG,6013,55339,10.5268421911273
2021-10-15,US,208992,7726467,2.69777356298175
2021-10-16,AU,4087,126086,3.31527286531451
2021-10-16,CA,13293,472800,2.85536841113233
2021-10-16,DE,25009,1038381,2.42400215672872
2021-10-16,ES,3019,45520,6.6562053161988
2021-10-16,FR,10589,498045,2.11752635418537
2021-10-16,GB,17368,693929,2.56306687247308
2021-10-16,IE,1981,39385,5.21633841239514
2021-10-16,IN,24428,314392,7.86165754206567
2021-10-16,SG,5743,52945,10.6106297811807
2021-10-16,US,205400,7613525,2.70230905943244
2021-10-17,AU,4225,128471,3.30927353653395
2021-10-17,CA,13722,478930,2.85864603164798
2021-10-17,DE,25301,1038781,2.42371123083301
2021-10-17,ES,3069,46176,6.67423587065518
2021-10-17,FR,10758,497729,2.12827044913253
2021-10-17,GB,18098,698885,2.56701828637653
2021-10-17,IE,2081,40206,5.20358376234793
2021-10-17,IN,25230,319910,7.86732246934463
2021-10-17,SG,5982,54712,10.7056274348273
2021-10-17,US,209965,7740384,2.7048011415075
2021-10-18,AU,4185,129318,3.29733326573877
2021-10-18,CA,13744,474574,2.86597708269629
2021-10-18,DE,25257,1034053,2.42603205524559
2021-10-18,ES,2955,45622,6.65885672169877
2021-10-18,FR,10718,492545,2.13916239281811
2021-10-18,GB,17949,689630,2.57043318202894
2021-10-18,IE,2087,39880,5.19270757218095
2021-10-18,IN,25148,318994,7.87060048826115
2021-10-18,SG,5962,54481,10.7954013788554
2021-10-18,US,209585,7692283,2.70928260039994
2021-10-19,AU,4220,130771,3.27929351584432
2021-10-19,CA,13803,477365,2.86970949610491
2021-10-19,DE,25255,1041000,2.42718767229891
2021-10-19,ES,2993,45962,6.62925743461236
2021-10-19,FR,10822,497121,2.14587708047056
2021-10-19,GB,18058,693367,2.57317321732671
2021-10-19,IE,2103,40219,5.17984175368805
2021-10-19,IN,25249,319787,7.87625414065942
2021-10-19,SG,5937,54661,10.8756468200592
2021-10-19,US,209169,7719637,2.70916425507648
2021-10-20,AU,4263,133216,3.26029656845179
2021-10-20,CA,13960,479907,2.87440755802295
2021-10-20,DE,25396,1041892,2.43128665766043
2021-10-20,ES,3009,46446,6.59326021538554
2021-10-20,FR,10806,499381,2.15190217840255
2021-10-20,GB,18203,697495,2.57879859400343
2021-10-20,IE,2144,40406,5.19257951796113
2021-10-20,IN,25556,320737,7.88643962154488
2021-10-20,SG,6023,55424,10.8781218594386
2021-10-20,US,210492,7735275,2.71127823717053
2021-10-21,AU,4277,133621,3.24111535412125
2021-10-21,CA,13991,482841,2.87760904198062
2021-10-21,DE,25535,1046193,2.4328824952994
2021-10-21,ES,3103,46838,6.58096542091396
2021-10-21,FR,10840,503607,2.15558452388331
2021-10-21,GB,18320,703391,2.5851717143483
2021-10-21,IE,2148,40757,5.20200595027641
2021-10-21,IN,25654,323139,7.88949824627084
2021-10-21,SG,6026,55451,10.8836597327422
2021-10-21,US,211206,7785636,2.71192164946135
2021-10-22,AU,4352,135844,3.22827527707375
2021-10-22,CA,14212,484554,2.88625697612349
2021-10-22,DE,25470,1049936,2.43096666526645
2021-10-22,ES,3095,46977,6.56562613403231
2021-10-22,FR,10777,503787,2.15657979184774
2021-10-22,GB,18310,703646,2.58799288411534
2021-10-22,IE,2148,40767,5.21616002030089
2021-10-22,IN,25779,326600,7.89080736269118
2021-10-22,SG,6040,55800,10.8777480253121
2021-10-22,US,212363,7811804,2.71386510544465
2021-10-23,AU,4203,133058,3.21646591745125
2021-10-23,CA,13995,482085,2.89932366256918
2021-10-23,DE,25455,1051204,2.43283069197788
2021-10-23,ES,3083,47061,6.55402934150184
2021-10-23,FR,10819,506880,2.15776795437192
2021-10-23,GB,18075,705247,2.59657604655421
2021-10-23,IE,2085,40251,5.23761171101961
2021-10-23,IN,25570,323386,7.91038474488209
2021-10-23,SG,6037,55197,10.8906170436689
2021-10-23,US,210597,7775838,2.71536805851447
2021-10-24,AU,4278,132881,3.20657191076668
2021-10-24,CA,14183,481464,2.91084796083373
2021-10-24,DE,25460,1048003,2.43193626942032
2021-10-24,ES,3114,46950,6.55206906837543
2021-10-24,FR,10825,499761,2.15842769839743
2021-10-24,GB,18357,702195,2.6001014365056
2021-10-24,IE,2146,40568,5.25390303256339
