date,jobcountry,genai_share
2019-01-24,CA,0.00104094606723464
2019-01-24,DE,0
2019-01-24,FR,0.000710387783500098
2019-01-24,GB,0.000750550595824462
2019-01-24,IE,0.00483427114881866
2019-01-24,US,0.00114271221542994
2019-01-25,AU,0.00144309017982992
2019-01-25,CA,0.00103445520310228
2019-01-25,DE,0
2019-01-25,FR,0.000706770202985993
2019-01-25,GB,0.000814483188341525
2019-01-25,IE,0.00481115676944077
2019-01-25,US,0.0011531728550135
2019-01-26,AU,0.00143048082839251
2019-01-26,CA,0.00102477444664375
2019-01-26,DE,0
2019-01-26,FR,0.000702652564962368
2019-01-26,GB,0.00084345251968312
2019-01-26,IE,0.00477675347366486
2019-01-26,US,0.00116183100095754
2019-01-27,AU,0.00141625489096406
2019-01-27,CA,0.00101637005998857
2019-01-27,DE,0
2019-01-27,FR,0.00069817572370414
2019-01-27,GB,0.000872232109559189
2019-01-27,IE,0.00474576514528748
2019-01-27,US,0.0011713192686634
2019-01-28,AU,0.00140564043321118
2019-01-28,CA,0.00100930325883931
2019-01-28,DE,0
2019-01-28,FR,0.000693090593055572
2019-01-28,GB,0.000902303207036096
2019-01-28,IE,0.00404716304808399
2019-01-28,US,0.00119095063508004
2019-01-29,AU,0.00140039983342792
2019-01-29,CA,0.00100211915122465
2019-01-29,DE,0
2019-01-29,FR,0.000686956535110836
2019-01-29,GB,0.000964006700498054
2019-01-29,IE,0.00335569575448698
2019-01-29,US,0.0012067447230184
2019-01-30,AU,0.00139449924368152
2019-01-30,CA,0.000995347713753698
2019-01-30,DE,0
2019-01-30,FR,0.000682312766234546
2019-01-30,GB,0.000959550802775327
2019-01-30,IE,0.0026739953209255
2019-01-30,US,0.0012173031783674
2019-01-31,AU,0.00139188144964512
2019-01-31,CA,0.000989765870011652
2019-01-31,DE,0
2019-01-31,FR,0.00067822954105484
2019-01-31,GB,0.000956105553811125
2019-01-31,IE,0.00199873939893106
2019-01-31,US,0.00122855325724396
2019-02-01,AU,0.00139601641729638
2019-02-01,CA,0.000987709971378024
2019-02-01,DE,0
2019-02-01,FR,0.000677001424203397
2019-02-01,GB,0.000956903049537358
2019-02-01,IE,0.00133062068759843
2019-02-01,US,0.00122951043620058
2019-02-02,AU,0.00139426793964642
2019-02-02,CA,0.000986476001701564
2019-02-02,DE,0
2019-02-02,FR,0.000675522042951356
2019-02-02,GB,0.000957396285216155
2019-02-02,IE,0.000658509923744551
2019-02-02,US,0.00123018394335475
2019-02-03,AU,0.00139626732229025
2019-02-03,CA,0.000986816577735834
2019-02-03,DE,0
2019-02-03,FR,0.000674497382233968
2019-02-03,GB,0.000959178964616269
2019-02-03,IE,0
2019-02-03,US,0.00123149895628179
2019-02-04,AU,0.00139340777087902
2019-02-04,CA,0.000985577696627307
2019-02-04,DE,0
2019-02-04,FR,0.000673837504950329
2019-02-04,GB,0.000959942980446718
2019-02-04,IE,0
2019-02-04,US,0.00121974538965593
2019-02-05,AU,0.00138764605039651
2019-02-05,CA,0.00103237019510598
2019-02-05,DE,0
2019-02-05,FR,0.000674391861924555
2019-02-05,GB,0.00092993234660519
2019-02-05,IE,0
2019-02-05,US,0.00121127669848271
2019-02-06,AU,0.00138371052250535
2019-02-06,CA,0.00107856391817271
2019-02-06,DE,0
2019-02-06,FR,0.000673918871955772
2019-02-06,GB,0.000931811575691871
2019-02-06,IE,0
2019-02-06,US,0.00120152101616524
2019-02-07,AU,0.00138015641117527
2019-02-07,CA,0.00112401742020209
2019-02-07,DE,0
2019-02-07,FR,0.000673916973615678
2019-02-07,GB,0.000933868597041344
2019-02-07,IE,0
2019-02-07,US,0.00117889331139642
2019-02-08,AU,0.00137289176902991
2019-02-08,CA,0.00116786229746041
2019-02-08,DE,0
2019-02-08,FR,0.000671847619417215
2019-02-08,GB,0.000932663151072712
2019-02-08,IE,0
2019-02-08,US,0.00115740129236233
2019-02-09,AU,0.00136926527240276
2019-02-09,CA,0.00126014016046056
2019-02-09,DE,0
2019-02-09,FR,0.000671091965984529
2019-02-09,GB,0.000933235275800577
2019-02-09,IE,0
2019-02-09,US,0.00113738319362147
2019-02-10,AU,0.00136603844631097
2019-02-10,CA,0.00135069146005878
2019-02-10,DE,0
2019-02-10,FR,0.000669825492438643
2019-02-10,GB,0.000933078172277194
2019-02-10,IE,0
2019-02-10,US,0.00112043764213374
2019-02-11,AU,0.00136759855821163
2019-02-11,CA,0.00144296425435573
2019-02-11,DE,0
2019-02-11,FR,0.000668788566721218
2019-02-11,GB,0.000898986038337107
2019-02-11,IE,0
2019-02-11,US,0.00110983202238937
2019-02-12,AU,0.00136828037109648
2019-02-12,CA,0.00148647471181446
2019-02-12,DE,0
2019-02-12,FR,0.000620345950056993
2019-02-12,GB,0.000864837732627581
2019-02-12,IE,0
2019-02-12,US,0.00111890617086899
2019-02-13,AU,0.00136819928737754
2019-02-13,CA,0.00153025596751622
2019-02-13,DE,0
2019-02-13,FR,0.000524928469956309
2019-02-13,GB,0.000831432060690222
2019-02-13,IE,0
2019-02-13,US,0.00112792830624351
2019-02-14,AU,0.00136797174802461
2019-02-14,CA,0.00157386739472947
2019-02-14,DE,0
2019-02-14,FR,0.000429852004709134
2019-02-14,GB,0.000797784757886809
2019-02-14,IE,0
2019-02-14,US,0.00114854552853847
2019-02-15,AU,0.00136475700555532
2019-02-15,CA,0.0016165647568796
2019-02-15,DE,0
2019-02-15,FR,0.000335004995306475
2019-02-15,GB,0.000764365772717625
2019-02-15,IE,0
2019-02-15,US,0.00117180195656058
2019-02-16,AU,0.0013659110680421
2019-02-16,CA,0.0016159659519388
2019-02-16,DE,0
2019-02-16,FR,0.000239245008138314
2019-02-16,GB,0.000730454887766145
2019-02-16,IE,0
2019-02-16,US,0.0011971104849074
2019-02-17,AU,0.0013635250888576
2019-02-17,CA,0.00161290809544598
2019-02-17,DE,0
2019-02-17,FR,0.000143921121402156
2019-02-17,GB,0.000696612645776304
2019-02-17,IE,0
2019-02-17,US,0.00122387771005349
2019-02-18,AU,0.00135853596800316
2019-02-18,CA,0.0016092949030044
2019-02-18,DE,0
2019-02-18,FR,0.0000476571733577338
2019-02-18,GB,0.000695229572493079
2019-02-18,IE,0
2019-02-18,US,0.00124785731845614
2019-02-19,AU,0.00135432470212873
2019-02-19,CA,0.00160880768352409
2019-02-19,DE,0
2019-02-19,FR,0
2019-02-19,GB,0.000693626151193751
2019-02-19,IE,0
2019-02-19,US,0.00124914541100544
2019-02-20,AU,0.00135154677565522
2019-02-20,CA,0.00160854307204224
2019-02-20,DE,0
2019-02-20,FR,0
2019-02-20,GB,0.00069251189301523
2019-02-20,IE,0
2019-02-20,US,0.00125001167461838
2019-02-21,AU,0.00134690457087772
2019-02-21,CA,0.00160785340771815
2019-02-21,DE,0
2019-02-21,FR,0
2019-02-21,GB,0.00069149547071225
2019-02-21,IE,0
2019-02-21,US,0.00124852792515002
2019-02-22,AU,0.00134357264590294
2019-02-22,CA,0.00160730554379259
2019-02-22,DE,0
2019-02-22,FR,0
2019-02-22,GB,0.000690365809831029
2019-02-22,IE,0
2019-02-22,US,0.00123814198586995
2019-02-23,AU,0.00133807081727354
2019-02-23,CA,0.00160587452504308
2019-02-23,DE,0
2019-02-23,FR,0
2019-02-23,GB,0.000689917600462416
2019-02-23,IE,0
2019-02-23,US,0.00122669080948356
2019-02-24,AU,0.00133412635893367
2019-02-24,CA,0.00160737809978564
2019-02-24,DE,0
2019-02-24,FR,0
2019-02-24,GB,0.000689598111863626
2019-02-24,IE,0
2019-02-24,US,0.00120759087381978
2019-02-25,AU,0.00132996185917454
2019-02-25,CA,0.0016086136762771
2019-02-25,DE,0
2019-02-25,FR,0
2019-02-25,GB,0.000689994568764582
2019-02-25,IE,0
2019-02-25,US,0.00118776234623706
2019-02-26,AU,0.00132734572138804
2019-02-26,CA,0.00160655065716769
2019-02-26,DE,0
2019-02-26,FR,0
2019-02-26,GB,0.000690296216514912
2019-02-26,IE,0
2019-02-26,US,0.00116798499792336
2019-02-27,AU,0.00132353738930868
2019-02-27,CA,0.00160345810413643
2019-02-27,DE,0
2019-02-27,FR,0
2019-02-27,GB,0.000689937058423863
2019-02-27,IE,0
2019-02-27,US,0.0011476524651035
2019-02-28,AU,0.00132110994928931
2019-02-28,CA,0.00160034523326485
2019-02-28,DE,0
2019-02-28,FR,0
2019-02-28,GB,0.000689239277703167
2019-02-28,IE,0
2019-02-28,US,0.00113104320922117
2019-03-01,AU,0.00132206195360083
2019-03-01,CA,0.00164653779175771
2019-03-01,DE,0
2019-03-01,FR,0
2019-03-01,GB,0.000690614560077612
2019-03-01,IE,0
2019-03-01,US,0.00110912641858956
2019-03-02,AU,0.00132180158918154
2019-03-02,CA,0.0016916118462827
2019-03-02,DE,0
2019-03-02,FR,0
2019-03-02,GB,0.000690706607086258
2019-03-02,IE,0
2019-03-02,US,0.00108306131884531
2019-03-03,AU,0.00132446567761584
2019-03-03,CA,0.00169037191990269
2019-03-03,DE,0
2019-03-03,FR,0
2019-03-03,GB,0.000691050095881892
2019-03-03,IE,0
2019-03-03,US,0.00106634146786475
2019-03-04,AU,0.0013262393442708
2019-03-04,CA,0.00168977006906826
2019-03-04,DE,0
2019-03-04,FR,0
2019-03-04,GB,0.00069077159305501
2019-03-04,IE,0
2019-03-04,US,0.00105023804718684
2019-03-05,AU,0.00132829806974285
2019-03-05,CA,0.00168911279654628
2019-03-05,DE,0
2019-03-05,FR,0
2019-03-05,GB,0.000691098125333404
2019-03-05,IE,0
2019-03-05,US,0.00102823255559237
2019-03-06,AU,0.00132921979079226
2019-03-06,CA,0.00160311403718175
2019-03-06,DE,0
2019-03-06,FR,0
2019-03-06,GB,0.00069923259581784
2019-03-06,IE,0
2019-03-06,US,0.000959499628941924
2019-03-07,AU,0.00133069542513158
2019-03-07,CA,0.00160147952887106
2019-03-07,DE,0
2019-03-07,FR,0
2019-03-07,GB,0.00069915672849847
2019-03-07,IE,0
2019-03-07,US,0.000933765631581013
2019-03-08,AU,0.00151687696595945
2019-03-08,CA,0.00155126231221833
2019-03-08,DE,0
2019-03-08,FR,0
2019-03-08,GB,0.000696848055437134
2019-03-08,IE,0
2019-03-08,US,0.000916861064002907
2019-03-09,AU,0.00170788903633498
2019-03-09,CA,0.00145347721498789
2019-03-09,DE,0
2019-03-09,FR,0
2019-03-09,GB,0.000694455591874193
2019-03-09,IE,0
2019-03-09,US,0.000902203733600867
2019-03-10,AU,0.00170569290586097
2019-03-10,CA,0.00140236338216283
2019-03-10,DE,0
2019-03-10,FR,0
2019-03-10,GB,0.000692235269735991
2019-03-10,IE,0
2019-03-10,US,0.000884618131070487
2019-03-11,AU,0.00189605882038531
2019-03-11,CA,0.0013503183068957
2019-03-11,DE,0
2019-03-11,FR,0
2019-03-11,GB,0.000689788434179672
2019-03-11,IE,0
2019-03-11,US,0.000866386457969217
2019-03-12,AU,0.00208756029577731
2019-03-12,CA,0.00129911656652155
2019-03-12,DE,0
2019-03-12,FR,0
2019-03-12,GB,0.000687866121393384
2019-03-12,IE,0
2019-03-12,US,0.000854460008278452
2019-03-13,AU,0.0022806363175693
2019-03-13,CA,0.0013346406309355
2019-03-13,DE,0
2019-03-13,FR,0
2019-03-13,GB,0.000678682038544414
2019-03-13,IE,0
2019-03-13,US,0.00089984398519209
2019-03-14,AU,0.00247773725520463
2019-03-14,CA,0.00128614904469203
2019-03-14,DE,0
2019-03-14,FR,0
2019-03-14,GB,0.000677940652375366
2019-03-14,IE,0
2019-03-14,US,0.000901253137014673
2019-03-15,AU,0.00247891930016392
2019-03-15,CA,0.00123651101430715
2019-03-15,DE,0
2019-03-15,FR,0
2019-03-15,GB,0.000677154619605273
2019-03-15,IE,0
2019-03-15,US,0.000911103143548518
2019-03-16,AU,0.00248201602906676
2019-03-16,CA,0.00123307911617571
2019-03-16,DE,0
2019-03-16,FR,0
2019-03-16,GB,0.000677231356394949
2019-03-16,IE,0
2019-03-16,US,0.000926283828960488
2019-03-17,AU,0.00267173131649532
2019-03-17,CA,0.00122875290502742
2019-03-17,DE,0
2019-03-17,FR,0
2019-03-17,GB,0.000677022140549129
2019-03-17,IE,0
2019-03-17,US,0.000952406539447747
2019-03-18,AU,0.00267087898310805
2019-03-18,CA,0.00122422618563628
2019-03-18,DE,0
2019-03-18,FR,0
2019-03-18,GB,0.000676865585389759
2019-03-18,IE,0
2019-03-18,US,0.000975727905130753
2019-03-19,AU,0.00266520902537711
2019-03-19,CA,0.0012642414663087
2019-03-19,DE,0
2019-03-19,FR,0
2019-03-19,GB,0.000675499686491892
2019-03-19,IE,0
2019-03-19,US,0.000996287562826452
2019-03-20,AU,0.00265839483376244
2019-03-20,CA,0.00130516736933316
2019-03-20,DE,0
2019-03-20,FR,0
2019-03-20,GB,0.000642540164175244
2019-03-20,IE,0
2019-03-20,US,0.00101638827470387
2019-03-21,AU,0.00265351388887714
2019-03-21,CA,0.00134548566528407
2019-03-21,DE,0
2019-03-21,FR,0
2019-03-21,GB,0.000610078759097619
2019-03-21,IE,0
2019-03-21,US,0.00103966451975321
2019-03-22,AU,0.00264627855577914
2019-03-22,CA,0.00138588078450213
2019-03-22,DE,0
2019-03-22,FR,0
2019-03-22,GB,0.000577729740361224
2019-03-22,IE,0
2019-03-22,US,0.00105443129281121
2019-03-23,AU,0.00263542413849302
2019-03-23,CA,0.00142465390643167
2019-03-23,DE,0
2019-03-23,FR,0
2019-03-23,GB,0.000512923299590914
2019-03-23,IE,0
2019-03-23,US,0.00107063121622233
2019-03-24,AU,0.00263098830948681
2019-03-24,CA,0.00146497124664467
2019-03-24,DE,0
2019-03-24,FR,0
2019-03-24,GB,0.000448488933018948
2019-03-24,IE,0
2019-03-24,US,0.00108121794545737
2019-03-25,AU,0.00262784316450564
2019-03-25,CA,0.00150540406732522
2019-03-25,DE,0
2019-03-25,FR,0
2019-03-25,GB,0.00038312369817482
2019-03-25,IE,0
2019-03-25,US,0.00109494403511617
2019-03-26,AU,0.0026240851088869
2019-03-26,CA,0.00150157644411371
2019-03-26,DE,0
2019-03-26,FR,0
2019-03-26,GB,0.000318316490082066
2019-03-26,IE,0
2019-03-26,US,0.00111698075648973
2019-03-27,AU,0.00262153917296759
2019-03-27,CA,0.00149639372224756
2019-03-27,DE,0
2019-03-27,FR,0
2019-03-27,GB,0.000285788936017172
2019-03-27,IE,0
2019-03-27,US,0.0011412472232298
2019-03-28,AU,0.00261226005834809
2019-03-28,CA,0.00149286069919698
2019-03-28,DE,0
2019-03-28,FR,0
2019-03-28,GB,0.000253292071480633
2019-03-28,IE,0
2019-03-28,US,0.00116348482593255
2019-03-29,AU,0.00261271109788704
2019-03-29,CA,0.00148876645527001
2019-03-29,DE,0
2019-03-29,FR,0
2019-03-29,GB,0.000221138393769931
2019-03-29,IE,0
2019-03-29,US,0.00117707223308035
2019-03-30,AU,0.00260961109637096
2019-03-30,CA,0.00148583387895557
2019-03-30,DE,0
2019-03-30,FR,0
2019-03-30,GB,0.000220897977452289
2019-03-30,IE,0
2019-03-30,US,0.00118560284440296
2019-03-31,AU,0.00260866514148034
2019-03-31,CA,0.00148450941881652
2019-03-31,DE,0
2019-03-31,FR,0
2019-03-31,GB,0.000220754766777865
2019-03-31,IE,0
2019-03-31,US,0.00119087991205902
2019-04-01,AU,0.00261270379208677
2019-04-01,CA,0.00148653142801088
2019-04-01,DE,0
2019-04-01,FR,0
2019-04-01,GB,0.000220998598948716
2019-04-01,IE,0
2019-04-01,US,0.00119725749325236
2019-04-02,AU,0.0026145610551383
2019-04-02,CA,0.00140180163979875
2019-04-02,DE,0
2019-04-02,FR,0
2019-04-02,GB,0.000221245253494892
2019-04-02,IE,0
2019-04-02,US,0.00119685111356556
2019-04-03,AU,0.00261698962063502
2019-04-03,CA,0.00131785080881838
2019-04-03,DE,0
2019-04-03,FR,0
2019-04-03,GB,0.000221338501315046
2019-04-03,IE,0
2019-04-03,US,0.00118152653322458
2019-04-04,AU,0.00261714731744479
2019-04-04,CA,0.00123338834429759
2019-04-04,DE,0
2019-04-04,FR,0
2019-04-04,GB,0.000221273653811657
2019-04-04,IE,0
2019-04-04,US,0.00116553269225605
2019-04-05,AU,0.00261664935843689
2019-04-05,CA,0.001108431248121
2019-04-05,DE,0
2019-04-05,FR,0
2019-04-05,GB,0.000221314656402808
2019-04-05,IE,0
2019-04-05,US,0.00115826136490832
2019-04-06,AU,0.00261739645298788
2019-04-06,CA,0.000981519447928878
2019-04-06,DE,0
2019-04-06,FR,0
2019-04-06,GB,0.000220899892019821
2019-04-06,IE,0
2019-04-06,US,0.0011532558131952
2019-04-07,AU,0.00261468911120141
2019-04-07,CA,0.000853297810370857
2019-04-07,DE,0
2019-04-07,FR,0
2019-04-07,GB,0.000220354335895732
2019-04-07,IE,0
2019-04-07,US,0.00114870150091273
2019-04-08,AU,0.00260667625148379
2019-04-08,CA,0.000721198668371846
2019-04-08,DE,0
2019-04-08,FR,0
2019-04-08,GB,0.000219438733437863
2019-04-08,IE,0
2019-04-08,US,0.00114260276728477
2019-04-09,AU,0.00260592029006618
2019-04-09,CA,0.000676477416993987
2019-04-09,DE,0
2019-04-09,FR,0
2019-04-09,GB,0.000218613899756299
2019-04-09,IE,0
2019-04-09,US,0.00114290151516034
2019-04-10,AU,0.00260059503046357
2019-04-10,CA,0.000632191992586902
2019-04-10,DE,0
2019-04-10,FR,0
2019-04-10,GB,0.000217734974812614
2019-04-10,IE,0
2019-04-10,US,0.00114699968706715
2019-04-11,AU,0.00259607581515704
2019-04-11,CA,0.000588701284550911
2019-04-11,DE,0
2019-04-11,FR,0
2019-04-11,GB,0.000248137654050573
2019-04-11,IE,0
2019-04-11,US,0.00115204063482099
2019-04-12,AU,0.00259593512886926
2019-04-12,CA,0.000588183832339818
2019-04-12,DE,0
2019-04-12,FR,0
2019-04-12,GB,0.000278623309300847
2019-04-12,IE,0
2019-04-12,US,0.00115997171295361
2019-04-13,AU,0.00260100016127948
2019-04-13,CA,0.000588336510688617
2019-04-13,DE,0
2019-04-13,FR,0
2019-04-13,GB,0.000309299427497597
2019-04-13,IE,0
2019-04-13,US,0.00116545867023636
2019-04-14,AU,0.0026021234641667
2019-04-14,CA,0.000629529739001746
2019-04-14,DE,0
2019-04-14,FR,0
2019-04-14,GB,0.000339445938631018
2019-04-14,IE,0
2019-04-14,US,0.00117014258936868
2019-04-15,AU,0.00260326177850982
2019-04-15,CA,0.00067128546312749
2019-04-15,DE,0
2019-04-15,FR,0
2019-04-15,GB,0.000370289488293949
2019-04-15,IE,0
2019-04-15,US,0.001175408240569
2019-04-16,AU,0.00241433671289734
2019-04-16,CA,0.00071314973702937
2019-04-16,DE,0
2019-04-16,FR,0
2019-04-16,GB,0.00040121877059213
2019-04-16,IE,0
2019-04-16,US,0.00117554660830604
2019-04-17,AU,0.00223059524912569
2019-04-17,CA,0.000755370831252931
2019-04-17,DE,0
2019-04-17,FR,0
2019-04-17,GB,0.000432447751625696
2019-04-17,IE,0
2019-04-17,US,0.0011765239984623
2019-04-18,AU,0.00204821459111021
2019-04-18,CA,0.000796916944691297
2019-04-18,DE,0.0000219997509628191
2019-04-18,FR,0
2019-04-18,GB,0.000432160283324738
2019-04-18,IE,0
2019-04-18,US,0.00117594574661093
2019-04-19,AU,0.00186705138412896
2019-04-19,CA,0.000837786474211717
2019-04-19,DE,0.0000433381144597074
2019-04-19,FR,0
2019-04-19,GB,0.000431265823793069
2019-04-19,IE,0
2019-04-19,US,0.00117809755104549
2019-04-20,AU,0.00167972756121519
2019-04-20,CA,0.000881054264971806
2019-04-20,DE,0.0000647830483728546
2019-04-20,FR,0
2019-04-20,GB,0.000431443992174023
2019-04-20,IE,0
2019-04-20,US,0.00117734895639229
2019-04-21,AU,0.00149640560923192
2019-04-21,CA,0.000882629612035316
2019-04-21,DE,0.0000862452510730572
2019-04-21,FR,0
2019-04-21,GB,0.00043199784424596
2019-04-21,IE,0
2019-04-21,US,0.0011771610640002
2019-04-22,AU,0.00131460286369147
2019-04-22,CA,0.000883751879723387
2019-04-22,DE,0.000107529314353983
2019-04-22,FR,0
2019-04-22,GB,0.000432277081195779
2019-04-22,IE,0
2019-04-22,US,0.00117410171302511
2019-04-23,AU,0.0013235970480648
2019-04-23,CA,0.000886810201500214
2019-04-23,DE,0.000129442204480122
2019-04-23,FR,0
2019-04-23,GB,0.000434479533461721
2019-04-23,IE,0
2019-04-23,US,0.00117161509525308
2019-04-24,AU,0.00133416482886808
2019-04-24,CA,0.000889318598997216
2019-04-24,DE,0.000151222660963641
2019-04-24,FR,0
2019-04-24,GB,0.000436314642396398
2019-04-24,IE,0
2019-04-24,US,0.00116752140571169
2019-04-25,AU,0.00115148072439469
2019-04-25,CA,0.000889320048735397
2019-04-25,DE,0.000150141027077432
2019-04-25,FR,0
2019-04-25,GB,0.000437248629426284
2019-04-25,IE,0
2019-04-25,US,0.00116621348276823
2019-04-26,AU,0.00096667200142297
2019-04-26,CA,0.000888772833747716
2019-04-26,DE,0.000149674540312909
2019-04-26,FR,0
2019-04-26,GB,0.000437889836042291
2019-04-26,IE,0
2019-04-26,US,0.00116163648818755
2019-04-27,AU,0.00077625674382921
2019-04-27,CA,0.000888322975458341
2019-04-27,DE,0.000149398896364841
2019-04-27,FR,0
2019-04-27,GB,0.000438792499350994
2019-04-27,IE,0
2019-04-27,US,0.00119968804107236
2019-04-28,AU,0.000585465111187051
2019-04-28,CA,0.000888083892083754
2019-04-28,DE,0.000149134725893703
2019-04-28,FR,0
2019-04-28,GB,0.000439800134101194
2019-04-28,IE,0
2019-04-28,US,0.00123425501274059
2019-04-29,AU,0.000390659030899673
2019-04-29,CA,0.000888549990411817
2019-04-29,DE,0.000149643977862017
2019-04-29,FR,0
2019-04-29,GB,0.000441221052139166
2019-04-29,IE,0
2019-04-29,US,0.00127266238978403
2019-04-30,AU,0.000195242715982373
2019-04-30,CA,0.000887714782873224
2019-04-30,DE,0.000149810675819083
2019-04-30,FR,0
2019-04-30,GB,0.000440837232130075
2019-04-30,IE,0
