date,jobcountry,AI_share_postings
2019-01-24,IE,3.91543681043056
2019-01-24,IT,2.11294092362824
2019-01-24,NL,1.82090169302567
2019-01-24,US,1.70763909748054
2019-01-25,AU,2.06983380897336
2019-01-25,CA,1.75876744209072
2019-01-25,DE,1.9378670113355
2019-01-25,FR,2.31289591183277
2019-01-25,GB,2.04615585723184
2019-01-25,IE,3.89259932877817
2019-01-25,IT,2.10430957677669
2019-01-25,NL,1.82780547245072
2019-01-25,US,1.71468793558123
2019-01-26,AU,2.0612712370769
2019-01-26,CA,1.7519566575965
2019-01-26,DE,1.93907470954127
2019-01-26,FR,2.30598993448609
2019-01-26,GB,2.04457825471232
2019-01-26,IE,3.8757354233361
2019-01-26,IT,2.09745987254446
2019-01-26,NL,1.82520619512787
2019-01-26,US,1.71747184797781
2019-01-27,AU,2.052170605428
2019-01-27,CA,1.74378232707043
2019-01-27,DE,1.94101447441426
2019-01-27,FR,2.29946002052841
2019-01-27,GB,2.04139053240208
2019-01-27,IE,3.85032467294828
2019-01-27,IT,2.08973651091725
2019-01-27,NL,1.82287861390469
2019-01-27,US,1.71770776298891
2019-01-28,AU,2.04650534004156
2019-01-28,CA,1.73593553086087
2019-01-28,DE,1.94530370261976
2019-01-28,FR,2.29304042777005
2019-01-28,GB,2.03750301978784
2019-01-28,IE,3.83373696787738
2019-01-28,IT,2.08744231186024
2019-01-28,NL,1.82431092807805
2019-01-28,US,1.7168465575064
2019-01-29,AU,2.04855062332851
2019-01-29,CA,1.72820574399554
2019-01-29,DE,1.95004806816323
2019-01-29,FR,2.28039707971091
2019-01-29,GB,2.03958981571693
2019-01-29,IE,3.83588733179852
2019-01-29,IT,2.10466713516045
2019-01-29,NL,1.82964350276978
2019-01-29,US,1.71831484850845
2019-01-30,AU,2.05325946195405
2019-01-30,CA,1.72175498903167
2019-01-30,DE,1.95240525899064
2019-01-30,FR,2.27196732748775
2019-01-30,GB,2.0435190890919
2019-01-30,IE,3.83693031044909
2019-01-30,IT,2.11403064341543
2019-01-30,NL,1.83338538942305
2019-01-30,US,1.723420296313
2019-01-31,AU,2.06288743435463
2019-01-31,CA,1.71826423061752
2019-01-31,DE,1.95542958639849
2019-01-31,FR,2.26262425840329
2019-01-31,GB,2.04970955920925
2019-01-31,IE,3.82824546499305
2019-01-31,IT,2.12731282039111
2019-01-31,NL,1.83407906714553
2019-01-31,US,1.72996781289537
2019-02-01,AU,2.06964427721227
2019-02-01,CA,1.70778449282937
2019-02-01,DE,1.95705918216883
2019-02-01,FR,2.25785976653626
2019-02-01,GB,2.06041628969445
2019-02-01,IE,3.82805400311816
2019-02-01,IT,2.13473357196901
2019-02-01,NL,1.82115528504499
2019-02-01,US,1.73659754304852
2019-02-02,AU,2.07434198855384
2019-02-02,CA,1.70771410167592
2019-02-02,DE,1.95865732299901
2019-02-02,FR,2.25208918788786
2019-02-02,GB,2.07249418506281
2019-02-02,IE,3.82771394920891
2019-02-02,IT,2.13891418492597
2019-02-02,NL,1.82602404526163
2019-02-02,US,1.74246945082849
2019-02-03,AU,2.07791252840233
2019-02-03,CA,1.70785371961634
2019-02-03,DE,1.9593549439298
2019-02-03,FR,2.24759385203343
2019-02-03,GB,2.08634109590875
2019-02-03,IE,3.83116030024507
2019-02-03,IT,2.14567455801006
2019-02-03,NL,1.82944898112257
2019-02-03,US,1.74940959131833
2019-02-04,AU,2.0744682346493
2019-02-04,CA,1.70821160265552
2019-02-04,DE,1.95383944162575
2019-02-04,FR,2.24418232726877
2019-02-04,GB,2.10147842325597
2019-02-04,IE,3.82880770503735
2019-02-04,IT,2.1480512074751
2019-02-04,NL,1.83154195634045
2019-02-04,US,1.75807389936652
2019-02-05,AU,2.0710638904604
2019-02-05,CA,1.70962323563958
2019-02-05,DE,1.9480729918763
2019-02-05,FR,2.25075015435314
2019-02-05,GB,2.11201244650178
2019-02-05,IE,3.82573298012906
2019-02-05,IT,2.13947516696353
2019-02-05,NL,1.82839155059988
2019-02-05,US,1.76483145296364
2019-02-06,AU,2.0677562027013
2019-02-06,CA,1.70723859277479
2019-02-06,DE,1.95032765337895
2019-02-06,FR,2.25504430022365
2019-02-06,GB,2.11801835071507
2019-02-06,IE,3.83287982126487
2019-02-06,IT,2.12680024690055
2019-02-06,NL,1.82721020059296
2019-02-06,US,1.76801512292652
2019-02-07,AU,2.0603169294051
2019-02-07,CA,1.70406257071147
2019-02-07,DE,1.94886090700558
2019-02-07,FR,2.25846756304248
2019-02-07,GB,2.12028578407223
2019-02-07,IE,3.84608589835506
2019-02-07,IT,2.11558565953377
2019-02-07,NL,1.82801903551129
2019-02-07,US,1.77013558091568
2019-02-08,AU,2.06398599770748
2019-02-08,CA,1.70256927409108
2019-02-08,DE,1.94895132855306
2019-02-08,FR,2.26090722038239
2019-02-08,GB,2.12232326563951
2019-02-08,IE,3.86445590430991
2019-02-08,IT,2.10959292877475
2019-02-08,NL,1.84243148820151
2019-02-08,US,1.77235321699831
2019-02-09,AU,2.06624204337093
2019-02-09,CA,1.70064892454287
2019-02-09,DE,1.9495271754725
2019-02-09,FR,2.26708209798784
2019-02-09,GB,2.12235329211366
2019-02-09,IE,3.88239477624567
2019-02-09,IT,2.10156401791749
2019-02-09,NL,1.84268254895452
2019-02-09,US,1.77567140069654
2019-02-10,AU,2.07140304792868
2019-02-10,CA,1.6980663574865
2019-02-10,DE,1.95052904414762
2019-02-10,FR,2.27277093558843
2019-02-10,GB,2.12290062411665
2019-02-10,IE,3.8981289103155
2019-02-10,IT,2.09259381583017
2019-02-10,NL,1.84323925255688
2019-02-10,US,1.77685067163258
2019-02-11,AU,2.08009764626743
2019-02-11,CA,1.6951150258876
2019-02-11,DE,1.95526800735377
2019-02-11,FR,2.27891579124808
2019-02-11,GB,2.12310470427908
2019-02-11,IE,3.91234962906299
2019-02-11,IT,2.08322480315667
2019-02-11,NL,1.84335804333037
2019-02-11,US,1.77766766695694
2019-02-12,AU,2.07851652440284
2019-02-12,CA,1.69191872542962
2019-02-12,DE,1.95572684658341
2019-02-12,FR,2.27654370701753
2019-02-12,GB,2.11672470429915
2019-02-12,IE,3.90685799145073
2019-02-12,IT,2.06834641288287
2019-02-12,NL,1.84477124665109
2019-02-12,US,1.7753970341049
2019-02-13,AU,2.07586407393192
2019-02-13,CA,1.68900536123484
2019-02-13,DE,1.95323961712153
2019-02-13,FR,2.27201913149433
2019-02-13,GB,2.11421298241261
2019-02-13,IE,3.90678125372543
2019-02-13,IT,2.0627799632427
2019-02-13,NL,1.84508825376084
2019-02-13,US,1.77264647069166
2019-02-14,AU,2.07371328798289
2019-02-14,CA,1.68749153146106
2019-02-14,DE,1.95439981576195
2019-02-14,FR,2.2737140576369
2019-02-14,GB,2.1134638369472
2019-02-14,IE,3.90893814087243
2019-02-14,IT,2.05662737921658
2019-02-14,NL,1.84741675003835
2019-02-14,US,1.76996631627713
2019-02-15,AU,2.06059931117937
2019-02-15,CA,1.68744501178267
2019-02-15,DE,1.95439954000412
2019-02-15,FR,2.27013051778222
2019-02-15,GB,2.11002130135652
2019-02-15,IE,3.91549604617209
2019-02-15,IT,2.05297618779896
2019-02-15,NL,1.84896714548263
2019-02-15,US,1.76590346254005
2019-02-16,AU,2.04908477338502
2019-02-16,CA,1.6910906895594
2019-02-16,DE,1.95230197526027
2019-02-16,FR,2.26396068320945
2019-02-16,GB,2.10336689346696
2019-02-16,IE,3.91264829022542
2019-02-16,IT,2.05453111354091
2019-02-16,NL,1.84743087514554
2019-02-16,US,1.75735578658465
2019-02-17,AU,2.02756019892176
2019-02-17,CA,1.69732691668242
2019-02-17,DE,1.9523678703749
2019-02-17,FR,2.25674621867934
2019-02-17,GB,2.09834574900765
2019-02-17,IE,3.92848523967628
2019-02-17,IT,2.05445751374441
2019-02-17,NL,1.84635243209709
2019-02-17,US,1.75385118463507
2019-02-18,AU,2.01490320976877
2019-02-18,CA,1.70457195181967
2019-02-18,DE,1.95227953931802
2019-02-18,FR,2.24984337153032
2019-02-18,GB,2.09114316860146
2019-02-18,IE,3.94003899616653
2019-02-18,IT,2.05403784726521
2019-02-18,NL,1.84155974136183
2019-02-18,US,1.75036189524376
2019-02-19,AU,2.01532198057066
2019-02-19,CA,1.71347796729383
2019-02-19,DE,1.95555383148026
2019-02-19,FR,2.24759054892797
2019-02-19,GB,2.08849921703035
2019-02-19,IE,3.96567679444625
2019-02-19,IT,2.05676324766585
2019-02-19,NL,1.8372569774215
2019-02-19,US,1.74868961890425
2019-02-20,AU,2.01420565514013
2019-02-20,CA,1.71618805819728
2019-02-20,DE,1.95651555821687
2019-02-20,FR,2.2451876448143
2019-02-20,GB,2.08571964320249
2019-02-20,IE,3.9875805510042
2019-02-20,IT,2.06414189538776
2019-02-20,NL,1.83241794343504
2019-02-20,US,1.74581674478607
2019-02-21,AU,2.01930658181548
2019-02-21,CA,1.71791673106606
2019-02-21,DE,1.95846036483494
2019-02-21,FR,2.23848815850244
2019-02-21,GB,2.08208498887344
2019-02-21,IE,4.00444350050188
2019-02-21,IT,2.06874002060379
2019-02-21,NL,1.82318902104535
2019-02-21,US,1.74330401674682
2019-02-22,AU,2.02807731585528
2019-02-22,CA,1.71637991914668
2019-02-22,DE,1.95930293509008
2019-02-22,FR,2.23465102328428
2019-02-22,GB,2.07933431349165
2019-02-22,IE,4.01688195103652
2019-02-22,IT,2.06929957652923
2019-02-22,NL,1.81533984595746
2019-02-22,US,1.74207644080303
2019-02-23,AU,2.03736063988727
2019-02-23,CA,1.71322650448252
2019-02-23,DE,1.96214689068527
2019-02-23,FR,2.23468191888064
2019-02-23,GB,2.08107879842888
2019-02-23,IE,4.04522384367017
2019-02-23,IT,2.07278848321727
2019-02-23,NL,1.81089562715715
2019-02-23,US,1.74371629308919
2019-02-24,AU,2.05524886006497
2019-02-24,CA,1.70698552287751
2019-02-24,DE,1.96390576266503
2019-02-24,FR,2.23553842837031
2019-02-24,GB,2.0826251027419
2019-02-24,IE,4.05752093736459
2019-02-24,IT,2.0783241836669
2019-02-24,NL,1.80622456069061
2019-02-24,US,1.7433554459389
2019-02-25,AU,2.06131819311696
2019-02-25,CA,1.70034481915133
2019-02-25,DE,1.96593866840444
2019-02-25,FR,2.23581855587411
2019-02-25,GB,2.08594321927482
2019-02-25,IE,4.07223623908266
2019-02-25,IT,2.08099546569626
2019-02-25,NL,1.80539525184956
2019-02-25,US,1.74216630429369
2019-02-26,AU,2.06189732960877
2019-02-26,CA,1.69144496356806
2019-02-26,DE,1.9676350175921
2019-02-26,FR,2.23489593684488
2019-02-26,GB,2.08902981850339
2019-02-26,IE,4.07241730146306
2019-02-26,IT,2.08794918762159
2019-02-26,NL,1.80555307956525
2019-02-26,US,1.740973657618
2019-02-27,AU,2.05982754991567
2019-02-27,CA,1.68844462819058
2019-02-27,DE,1.96818107059685
2019-02-27,FR,2.23752962682546
2019-02-27,GB,2.0934916417079
2019-02-27,IE,4.07209622417804
2019-02-27,IT,2.09004840759997
2019-02-27,NL,1.80794539936318
2019-02-27,US,1.7392511840598
2019-02-28,AU,2.05077577645086
2019-02-28,CA,1.68198040617429
2019-02-28,DE,1.96953673198688
2019-02-28,FR,2.23687626929926
2019-02-28,GB,2.09497857447618
2019-02-28,IE,4.0726205135964
2019-02-28,IT,2.0922077351483
2019-02-28,NL,1.81197335444318
2019-02-28,US,1.73755071304382
2019-03-01,AU,2.04489600377809
2019-03-01,CA,1.6784819779332
2019-03-01,DE,1.97175935708326
2019-03-01,FR,2.23930076492486
2019-03-01,GB,2.09985827072477
2019-03-01,IE,4.08727215851171
2019-03-01,IT,2.09732738684894
2019-03-01,NL,1.81544995737459
2019-03-01,US,1.73575522897857
2019-03-02,AU,2.03923415100379
2019-03-02,CA,1.67172877878202
2019-03-02,DE,1.97353422902874
2019-03-02,FR,2.23478960809518
2019-03-02,GB,2.10619043327693
2019-03-02,IE,4.07479646105074
2019-03-02,IT,2.09249513476402
2019-03-02,NL,1.81567896422685
2019-03-02,US,1.73390279654816
2019-03-03,AU,2.03375294851863
2019-03-03,CA,1.66560685718887
2019-03-03,DE,1.9747992282677
2019-03-03,FR,2.23206761412114
2019-03-03,GB,2.11051340326742
2019-03-03,IE,4.06860898626462
2019-03-03,IT,2.09218878838917
2019-03-03,NL,1.81564690188547
2019-03-03,US,1.73069369494683
2019-03-04,AU,2.0366977356776
2019-03-04,CA,1.65751697280441
2019-03-04,DE,1.97609275469234
2019-03-04,FR,2.22833651801633
2019-03-04,GB,2.11273908167499
2019-03-04,IE,4.06656385643027
2019-03-04,IT,2.09373386002628
2019-03-04,NL,1.81291999646444
2019-03-04,US,1.72787485915521
2019-03-05,AU,2.03832969951178
2019-03-05,CA,1.65233350474441
2019-03-05,DE,1.97980909531352
2019-03-05,FR,2.22713733295558
2019-03-05,GB,2.11525863764495
2019-03-05,IE,4.06981486444481
2019-03-05,IT,2.09326814625165
2019-03-05,NL,1.81124246694865
2019-03-05,US,1.72659346763184
2019-03-06,AU,2.04728241696144
2019-03-06,CA,1.65599058277017
2019-03-06,DE,1.9851273662098
2019-03-06,FR,2.22366328381926
2019-03-06,GB,2.13775487334066
2019-03-06,IE,4.07826487332619
2019-03-06,IT,2.08908768585961
2019-03-06,NL,1.80860214611898
2019-03-06,US,1.73112241888333
2019-03-07,AU,2.06181677715413
2019-03-07,CA,1.65222002148301
2019-03-07,DE,1.98824979872678
2019-03-07,FR,2.21950779064301
2019-03-07,GB,2.13194919683057
2019-03-07,IE,4.07063882968626
2019-03-07,IT,2.07812942975853
2019-03-07,NL,1.79654044937589
2019-03-07,US,1.73020616449618
2019-03-08,AU,2.08065185041316
2019-03-08,CA,1.64876465480922
2019-03-08,DE,1.99375305006475
2019-03-08,FR,2.21587662117722
2019-03-08,GB,2.12346815007009
2019-03-08,IE,4.05176911372552
2019-03-08,IT,2.07208271024145
2019-03-08,NL,1.78850825682831
2019-03-08,US,1.73074342840617
2019-03-09,AU,2.09941162100567
2019-03-09,CA,1.64735416351928
2019-03-09,DE,1.99911141826285
2019-03-09,FR,2.21045369046617
2019-03-09,GB,2.11322529661304
2019-03-09,IE,4.0372538920782
2019-03-09,IT,2.06349162199716
2019-03-09,NL,1.78564543735087
2019-03-09,US,1.72887759681182
2019-03-10,AU,2.1171474893049
2019-03-10,CA,1.64380979612146
2019-03-10,DE,2.00660323715308
2019-03-10,FR,2.20584060248221
2019-03-10,GB,2.10458278284779
2019-03-10,IE,4.03073019365513
2019-03-10,IT,2.05384806693949
2019-03-10,NL,1.77916265289464
2019-03-10,US,1.72710377221245
2019-03-11,AU,2.13274248898941
2019-03-11,CA,1.64396190708701
2019-03-11,DE,2.01379858964286
2019-03-11,FR,2.20359340579363
2019-03-11,GB,2.09640475835372
2019-03-11,IE,4.02489835949528
2019-03-11,IT,2.04483706837347
2019-03-11,NL,1.7733489904153
2019-03-11,US,1.7265773599666
2019-03-12,AU,2.14123134219734
2019-03-12,CA,1.63664168266327
2019-03-12,DE,2.02021114700991
2019-03-12,FR,2.19818862890542
2019-03-12,GB,2.08764390730152
2019-03-12,IE,4.02009289883487
2019-03-12,IT,2.03570132712405
2019-03-12,NL,1.76600217096771
2019-03-12,US,1.72284284945376
2019-03-13,AU,2.15099591527355
2019-03-13,CA,1.62433153634814
2019-03-13,DE,2.02477644954003
2019-03-13,FR,2.19372980823511
2019-03-13,GB,2.05604881718544
2019-03-13,IE,4.00878590618686
2019-03-13,IT,2.03779670228714
2019-03-13,NL,1.75884675871351
2019-03-13,US,1.71656643374045
2019-03-14,AU,2.14988480104301
2019-03-14,CA,1.62222701979794
2019-03-14,DE,2.03432528775092
2019-03-14,FR,2.19438234032591
2019-03-14,GB,2.0542426642505
2019-03-14,IE,4.0131379298001
2019-03-14,IT,2.04928757222924
2019-03-14,NL,1.76657431848076
2019-03-14,US,1.71534213348149
2019-03-15,AU,2.14925306270635
2019-03-15,CA,1.61654825534948
2019-03-15,DE,2.0406252908922
2019-03-15,FR,2.19263413627316
2019-03-15,GB,2.04916352425473
2019-03-15,IE,4.01443195877114
2019-03-15,IT,2.05630731832241
2019-03-15,NL,1.77082762526423
2019-03-15,US,1.71197090450924
2019-03-16,AU,2.14963386153198
2019-03-16,CA,1.60409301914577
2019-03-16,DE,2.0466061344634
2019-03-16,FR,2.19223909121341
2019-03-16,GB,2.0443163379929
2019-03-16,IE,4.02004011004483
2019-03-16,IT,2.06610885382214
2019-03-16,NL,1.77113754502547
2019-03-16,US,1.7097424554602
2019-03-17,AU,2.15199470223873
2019-03-17,CA,1.59948105784054
2019-03-17,DE,2.05210685629285
2019-03-17,FR,2.19011092858614
2019-03-17,GB,2.03904104923538
2019-03-17,IE,4.02312380577723
2019-03-17,IT,2.07564023130188
2019-03-17,NL,1.77514235773292
2019-03-17,US,1.70913354967626
2019-03-18,AU,2.14990413830058
2019-03-18,CA,1.59096454144786
2019-03-18,DE,2.05748670325261
2019-03-18,FR,2.18619959274976
2019-03-18,GB,2.03269729086877
2019-03-18,IE,4.02068891525588
2019-03-18,IT,2.08285248974737
2019-03-18,NL,1.78166084496642
2019-03-18,US,1.70715799536897
2019-03-19,AU,2.15233368397946
2019-03-19,CA,1.58552584564709
2019-03-19,DE,2.06115953821263
2019-03-19,FR,2.184565031894
2019-03-19,GB,2.02610787902724
2019-03-19,IE,4.02134387186656
2019-03-19,IT,2.08571315669129
2019-03-19,NL,1.78913770916511
2019-03-19,US,1.70546481924911
2019-03-20,AU,2.15071390107109
2019-03-20,CA,1.57950272155899
2019-03-20,DE,2.06742306379719
2019-03-20,FR,2.17810109000258
2019-03-20,GB,2.02028616828142
2019-03-20,IE,4.01390798323027
2019-03-20,IT,2.07995953099019
2019-03-20,NL,1.79836194225627
2019-03-20,US,1.70246323750201
2019-03-21,AU,2.15513511361527
2019-03-21,CA,1.57113648206905
2019-03-21,DE,2.06947508602126
2019-03-21,FR,2.16922419470376
2019-03-21,GB,2.01620211747376
2019-03-21,IE,4.00730364877177
2019-03-21,IT,2.07049517192317
2019-03-21,NL,1.79883173385236
2019-03-21,US,1.69870228987855
2019-03-22,AU,2.15078918327113
2019-03-22,CA,1.56380550425931
2019-03-22,DE,2.07133693742082
2019-03-22,FR,2.1585555413288
2019-03-22,GB,2.01079134504342
2019-03-22,IE,3.9980193268749
2019-03-22,IT,2.05599990545552
2019-03-22,NL,1.79766362931438
2019-03-22,US,1.69552520308953
2019-03-23,AU,2.14473136735118
2019-03-23,CA,1.55809501812823
2019-03-23,DE,2.07156590698046
2019-03-23,FR,2.1505907969853
2019-03-23,GB,2.00624119600431
2019-03-23,IE,3.99497042384938
2019-03-23,IT,2.04564992735252
2019-03-23,NL,1.79745276078797
2019-03-23,US,1.69407109983594
2019-03-24,AU,2.13909423522986
2019-03-24,CA,1.54832485028701
2019-03-24,DE,2.07245523564271
2019-03-24,FR,2.14384758714364
2019-03-24,GB,2.00203234546034
2019-03-24,IE,3.98938112244273
2019-03-24,IT,2.03220885878594
2019-03-24,NL,1.79842545936765
2019-03-24,US,1.68934694619921
2019-03-25,AU,2.13228668715541
2019-03-25,CA,1.53847146144932
2019-03-25,DE,2.07376974764742
2019-03-25,FR,2.13948583172996
2019-03-25,GB,1.99847251977539
2019-03-25,IE,3.98634069960415
2019-03-25,IT,2.02236004952707
2019-03-25,NL,1.79787101495397
2019-03-25,US,1.68512604453268
2019-03-26,AU,2.13006615111287
2019-03-26,CA,1.53093180453224
2019-03-26,DE,2.07593274570642
2019-03-26,FR,2.13145695286415
2019-03-26,GB,1.99574826706863
2019-03-26,IE,3.97480847468448
2019-03-26,IT,2.01173739704111
2019-03-26,NL,1.80112205246863
2019-03-26,US,1.68343483045775
2019-03-27,AU,2.131749153353
2019-03-27,CA,1.52449028472528
2019-03-27,DE,2.07841835636363
2019-03-27,FR,2.13113500867913
2019-03-27,GB,1.99433837224101
2019-03-27,IE,3.97326670272465
2019-03-27,IT,2.00697647844576
2019-03-27,NL,1.80572089359234
2019-03-27,US,1.68112492778313
2019-03-28,AU,2.13754039731384
2019-03-28,CA,1.52433965613133
2019-03-28,DE,2.08096748031729
2019-03-28,FR,2.12867881260039
2019-03-28,GB,1.99083144008232
2019-03-28,IE,3.97881562069248
2019-03-28,IT,2.00297110539477
